,code,name,2016/6,2016/7,2016/8,2016/9,2016/10,2016/11,2016/12,2017/1,2017/2,2017/3,2017/4,2017/5
0,000050,경방,1.3078221680913213,-0.24921523711350907,1.2670284792166988,1.0494085533968283,0.7304836866946853,1.1090350458115974,1.4915213037101163,1.4370400401609407,0.6824413513357483,-0.9436956030236336,0.3601529868182463,0.2666810065483559
1,000120,CJ대한통운,1.0024528926631975,1.7522297782073686,-0.20542537459698834,0.21659765648984294,0.7661268841706855,0.5315864650305477,0.452771551988699,-0.9102238924954893,1.719437791253605,1.1891908891614125,1.4903759507553591,0.9007465208883785
2,000150,두산,0.8507882776726764,2.0771074586181832,3.5710839376013093,0.6727039470818597,1.5801368295777927,1.6166743133062884,0.43589048683825915,0.806198959797991,-0.07517690775238287,1.1439340208171036,1.0762709458764672,0.470400317086435
3,000720,현대건설,1.7478392047953588,1.0661397513532282,2.011749806232735,1.7149613556880028,0.4488157955808235,1.6750310504797594,1.037069708461906,0.6099705714446936,1.1853902854317808,1.817309954905073,0.9056298658731722,0.6605254619728287
4,000880,한화,1.5112356563759974,0.9999710088711146,1.1603135491132688,0.4422729613054728,1.2244438638444282,1.2791619163846768,1.1451431752658328,1.1269249584207752,0.4637999901802155,0.42603266180645355,1.034886165320656,0.6023211099490038
5,000990,DB하이텍,0.7328774357243231,1.2510771258260127,1.153895362923831,1.4934869942988338,1.011989696592141,1.4541134474979605,2.1004002331037337,1.9693508104595947,0.7165133730133405,-0.843828483592785,0.3938028687453077,0.7721203805603697
6,001120,LG상사,1.5338376831394045,1.1267832306711638,0.987863562613919,0.7707598059051614,-1.239898735502744,2.3164090464664358,2.077015173383749,0.40294510917846377,0.8281541629806402,0.3495883883682479,0.6239480621272978,0.02370178188070238
7,001230,동국제강,2.053986512384022,3.435079378713144,1.7310039921060025,0.8885241363487251,1.165910315650282,2.013921653114066,2.435049722171695,4.144724141242104,0.8776824070600683,1.1560712214169255,0.9152825591334722,0.6956697856410285
8,002240,고려제강,1.1114073494261871,1.3336090814286294,0.894919182075353,0.6109457595421595,0.03494947949873546,0.8932800064332507,0.7577347479923182,1.2570867678442585,1.5267536227781708,0.5666326065648243,0.5712090173043545,0.8576996965210496
9,002350,넥센타이어,1.1705461203378973,0.6539546951176682,1.4844673872436944,-0.26229784204269213,-0.2648353835375504,-0.45598415487486116,1.1827583928950114,1.188036868721062,-0.7121934548951585,-0.24712063391249925,1.0679100972356794,0.6832629052825568
10,002790,아모레G,0.9552877538462652,0.23312603752984712,-0.48866374651002686,0.1718144875872436,0.540556118771824,0.8057592430473774,1.5751710048623597,0.6018282244844539,0.8228244429191239,3.049030317225552,0.38347713452886195,2.2125002643729133
11,002960,한국쉘석유,0.25150379593105254,-0.029449908124606117,0.34481395370035883,0.0157700148770113,0.16236567749727848,0.3965239425564511,0.9665515677861755,0.1988331591022942,-0.46881551866861576,0.09425815617038455,0.685726622085837,0.21220748626759534
12,003030,세아제강,1.4157546934028706,0.7605021174208589,0.5519982902122271,0.4203644543578986,-0.5486354094903639,1.2421305230810855,1.5540907632047607,1.6252241216538894,0.5932924807525272,-0.3789679810567581,0.5919809727999773,0.7542662139378195
13,003410,쌍용양회,1.0326782887617652,0.02133933599891759,0.7355129827664102,0.4952481305788335,1.722968972961173,0.9378214934252602,-0.25009714450789056,-0.8127845822383372,0.45496572784048656,-0.7768498055210199,0.9095927033550509,1.1569500649527127
14,003520,영진약품,3.1934279056988966,0.2716752569646849,0.26613012754931836,1.378957664988826,0.8396099302300789,2.9796285199545767,1.9467348569537197,0.05606332342052686,-4.640275452502301,1.1985584320925047,1.1617942627383047,0.8717670080802861
15,003550,LG,1.2468749538588801,1.2943787213302413,0.4628223214372185,0.6762347793348596,-0.3184183919458198,0.3782511797394581,0.8144528588043467,1.1079379040041857,0.8959696359967579,1.2760024215888133,0.737208019684136,1.2131427518963336
16,003620,쌍용차,1.3753973374991284,0.44989002844953113,1.0101986017539064,0.5767018274671715,0.7821273090430566,1.094408745365575,-0.3142633094489875,-0.6675677905266306,-0.22979489608816495,0.07842027361134961,0.6103352385373527,0.11328863995192905
17,004170,신세계,0.6458654500540094,0.5372073281073366,-0.17553617638489855,0.5870137969982335,1.5845823066363964,-0.04776687422048466,1.5240779721628346,-0.6078505706822036,1.9639324276340546,1.2602026827149857,1.5954577977993412,0.7739148475784391
18,004370,농심,0.3427739166453082,0.28887727070941865,0.41397709300312824,0.6240800121536038,0.9909341645467818,0.4603967710231669,0.9383919190994605,-0.5753594827494884,-1.7351570099557865,-0.1699142835152337,-0.34553639685767684,0.6058529031079888
19,005180,빙그레,0.7622656114793024,0.44558030175246777,0.7453314541801055,0.8449248758245719,0.6020306994912236,0.49372760459882814,0.859521013195257,-1.2432777184540615,0.09909123543774882,-0.36614885123764707,0.07460645384349794,0.12547123975778376
20,005440,현대그린푸드,0.8571106255038772,0.030681614561328906,0.334633981283908,0.05056310941086125,-0.7128589183321935,0.5305061156499804,0.9385894254809879,-0.8672911476846955,-0.3164602559530312,-0.6732497076388555,0.4027180508750982,0.6495994464411995
21,005490,POSCO,1.9488795199781275,2.4812857083658337,0.19373894299949307,1.055959127788553,0.8823477640476033,1.7908365585705734,2.125877603918248,2.5431266070953003,2.0177110320191565,1.2985112058504749,0.5090520474656633,0.2201045090948398
22,005610,SPC삼립,0.9259719276026268,-0.4047012045189402,1.5923537219727166,1.7251132601484558,1.66752653012544,1.2163588835942893,-0.42732189936688636,-2.601044811826851,-0.5327850071777461,0.09725437239112605,0.11321477560080143,0.5002869646353613
