,Code,Name,fscore,ROA,ROA_prev,CFO,LEV,LEV_prev,LEQ,LEQ_prev,GMO,GMO_prev,ATR,ATR_prev
65,A083380,동북아13호선박투자,6,0.05922187741317863,0.059069103002765355,0.05990052465472654,0.0,0.0,1.0264700123388006,1.02684565162288,0.902598919223445,0.9064050563761787,0.06559837878002837,0.0651520770965833
66,A009680,모토닉,5,0.03925773018399065,0.028436629904585092,0.018717176448537317,0.02683268109911922,0.040513215280973305,12.148125987379638,13.94662647495119,0.07910790007687661,0.11097081707764375,0.4293507987702522,0.4530866806105225
67,A004920,씨아이테크,2,-0.0737601213229499,0.014308198763527234,-0.08667910534155525,0.055751970105969266,0.1875734243955561,5.872512728169814,5.7985460553986785,0.23588809851913706,0.34250190310060485,0.23880615097234958,0.4194155703322047
68,A009810,고려포리머,3,0.0051517370409246074,0.1184601070669711,-0.2634133199583523,0.012302243148114709,0.11415189921695673,3.1511980625532625,13.225204791508865,0.07793405209101373,0.07641900856269651,0.35199017049919085,0.8270094149797353
69,A011810,STX,4,-0.43133120260226565,-0.047995294666989936,0.029916598899332413,0.05002296427897505,0.2830768663900109,0.4826080822905036,0.97801077703515,-0.07217718824203717,-0.01199298158031906,1.3858199217050893,1.2231441322521843
70,A005300,롯데칠성음료,6,0.002212596733692617,0.02192116173657399,0.04123238830906559,0.2394289079207,0.27787376989326357,0.8610449063289773,1.1402721224885501,0.434790500881102,0.42773591266948535,0.53355499890424,0.5562713840383202
71,A084690,대상홀딩스,7,0.018464840654486604,0.024517043357426348,0.026661720697445948,0.04517842983245994,0.050367694334503416,16.49778717029979,13.262214948404006,0.592287430946658,0.6151502976856902,0.04149846935311047,0.03696412202961141
72,A033780,케이티앤지,5,0.1459681067707669,0.15694013099472431,0.18151540494789395,0.01603413485579883,0.017897227472944834,2.7424104862963175,2.783823858549687,0.6468834332265335,0.6645107330056315,0.39845326295469463,0.4482462815195134
73,A004560,현대비앤지스틸,8,0.0379020584920497,0.006034128267156089,0.12451950985851029,0.14439733653186757,0.12540604611679335,2.2845941428675243,1.6789184762157736,0.10836725766192494,0.07135921735444943,1.1370108384250472,1.0928770960798093
74,A037560,CJ헬로비전,6,0.01075494440200573,0.02749517315026838,0.1378693876326696,0.16061825927102483,0.24998561399470595,0.5579273525825809,0.7079602084320228,0.3282810753840982,0.3572378045171274,0.5502407175031371,0.5448685756409961
75,A015890,태경산업,9,0.036346680737661764,-0.038347241063882674,0.1145371461785691,0.014870669403662296,0.016026490500285828,1.0665169406789536,0.8961898054538877,0.20734796656959106,0.09293421695284557,0.6611278523473108,0.5156500124285359
76,A003230,삼양식품,9,0.0636540440154248,-0.02100812266616422,0.11948519402645265,0.06710676525224939,0.07293029846487172,0.7066974845170763,0.5944003828479932,0.23979404932380702,0.2263290323316864,1.2591940406821627,0.9922051367939176
77,A002630,오리엔트바이오,1,-0.03979654028585833,-0.010398099335234806,-0.14720287542666688,0.17534816536908165,0.0718884500379867,4.826304836979257,1.4553178840319474,0.13928551348976193,0.21953374216893864,0.2866845003340394,0.31324562649050125
78,A077970,STX엔진,5,-0.02798271658890417,0.03665912177455862,0.03429154723803893,0.09808950369489496,0.42097405245121283,0.7043153186386059,1.4072980618383506,0.09209468411576194,0.07921642562880643,0.5675226967948142,0.6370937075599818
79,A097950,CJ제일제당,6,0.030786585223150552,0.0257140203787037,0.03267632443227472,0.2944770506822047,0.25985225306504356,0.7628379467884977,0.6858585393374861,0.31106741884996575,0.3156330746508006,0.7586245095056441,0.7396273571226079
80,A092440,기신정기,5,0.040485192158058056,0.08341489969737244,0.09291037362679232,0.013542259850833823,0.01064993248687717,10.072987259050015,8.972029602009512,0.25519560725316043,0.27714338632657814,0.4413653547373813,0.501167406023815
81,A226320,잇츠스킨,4,0.15044689562961072,0.5410466032810612,0.05496077838073225,0.0029979036377279526,0.0032497286867972353,12.547977304818245,5.3336052122467015,0.6133351280009273,0.6142032936859175,0.6891692369533793,2.000180917120575
